0, 0, 0, 0, 0, 23.583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26, 0, 0, 0, 0, 94.662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.188, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 15.466, 0, 23.583, 0, 3.058, 5.426, 9.078, 14.877, 9.285, 0, 0, 21.53, 15.538, 6.015, 9.671, 11.732, 0, 0, 19.7, 16.927, 2.615, 0, 14.678, 11.604, 0, 0, 0, 8.065, 0, 0, 5.894, 6.265, 6.371, 4.545, 17.019, 0, 0, 0, 0, 2.72, 2.586, 4.877, 0, 0, 0, 6.785, 2.648, 3.957, 3.188, 0, 0, 4.737, 1.316, 0, 0, 0, 1.178, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.006, 0, 0, 0, 0, 0, 11.732, 0, 16.081, 0, 0, 0, 0, 14.678, 0, 1.645, 0, 0, 0, 18.237, 0, 5.894, 0, 0, 4.545, 0, 0, 9.296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.006, 0, 0, 0, 0, 9.671, 0, 0, 16.081, 19.7, 0, 2.615, 0, 0, 0, 0, 0, 6.26, 8.065, 0, 0, 0, 0, 0, 4.545, 17.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.957, 3.188, 0, 0, 4.737, 0, 0, 0, 0, 0, 0
0, 0, 6.802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.615, 0, 0, 0, 1.645, 0, 0, 0, 18.237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 44.736, 0, 0, 0, 0, 0, 0, 5.426, 0, 14.877, 0, 0, 0, 0, 0, 6.015, 9.671, 0, 13.146, 0, 19.7, 16.927, 0, 0, 14.678, 0, 0, 4.453, 6.26, 8.065, 0, 0, 0, 6.265, 0, 4.545, 0, 4.973, 0, 7, 0, 0, 0, 4.877, 1, 0, 0, 0, 0, 0, 3.188, 0, 0, 0, 0, 0, 0, 0, 1.178, 0
0, 0, 0, 0, 8.964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.014
0, 0, 0, 0, 0, 0, 0, 0, 5.426, 0, 0, 0, 0, 6.319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.561, 0, 0, 0, 4.453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.296, 7, 0, 2.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.316, 5.184, 0, 0, 0, 5.014
0, 0, 0, 0, 0, 0, 0, 3.058, 0, 0, 0, 0, 0, 0, 0, 15.538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 8.964, 0, 0, 3.058, 0, 0, 0, 0, 0, 0, 0, 15.538, 0, 0, 0, 0, 0, 0, 16.927, 2.615, 13.561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.014
0, 0, 0, 15.466, 0, 23.583, 0, 0, 5.426, 0, 0, 9.285, 0, 6.319, 21.53, 0, 0, 9.671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.453, 6.26, 8.065, 0, 0, 5.894, 6.265, 6.371, 4.545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.785, 2.648, 0, 0, 0, 2.492, 0, 0, 5.184, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 3.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.316, 5.184, 0, 1, 0, 0
0, 44.736, 6.802, 15.466, 0, 0, 0, 3.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.671, 11.732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.453, 6.26, 0, 18.237, 0, 0, 0, 0, 4.545, 0, 4.973, 0, 0, 0, 2.72, 0, 0, 0, 0, 4.029, 0, 0, 3.957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 8.964, 0, 0, 0, 5.426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.994, 0, 0, 0
0, 0, 0, 0, 0, 23.583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.538, 0, 0, 0, 13.146, 16.081, 19.7, 16.927, 0, 13.561, 14.678, 11.604, 1.645, 0, 0, 0, 0, 5.355, 5.894, 0, 0, 0, 0, 0, 9.296, 0, 0, 0, 0, 0, 0, 0, 0, 6.785, 0, 0, 0, 0, 2.492, 0, 0, 0, 0, 0, 0, 5.014
